name,scn_name,bus,carrier,p_nom,p_min_pu,p_max_pu,marginal_cost,efficiency,committable,start_up_cost,min_up_time,min_down_time,up_time_before,ramp_limit_start_up,ramp_limit_shut_down,e_nom_max,control,ramp_limit_up,weight,p_nom_opt
19 run_of_river,eGon2035,4,run_of_river,0.005181055841037445,0.0,0.65,0.00884757629274441,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.005181055841037445,0.005181055841037445
19 solar,eGon2035,4,solar,27.02155221238714,0.0,1.0000000000000002,0.021551588106590677,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,27.02155221238714,27.02155221238714
19 solar_rooftop,eGon2035,4,solar_rooftop,552.3049161663671,0.0,0.9999999999999998,0.021125813244287795,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,552.3049161663671,552.3049161663671
19 wind_onshore,eGon2035,4,wind_onshore,1296.3462370902016,0.0,0.9999999999999999,1.3088293814599,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,1296.3462370902016,1296.3462370902016
2 biomass,eGon2035,4,biomass,3.513065214417075,0.0,1.0,42.10841787995428,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,3.513065214417075,3.513065214417075
2 central_biomass_CHP,eGon2035,4,central_biomass_CHP,24.299094513432287,0.0,1.0,42.11093606614096,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,24.299094513432287,24.299094513432287
2 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,42.09182331481279,0.0,0.9999999999999998,42.11080179217894,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,42.09182331481279,42.09182331481279
2 load shedding,,4,load shedding,7280370.0,0.0,1.0,10000.007963251997,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,7280370.0,7280370.0
2 run_of_river,eGon2035,4,run_of_river,5.74033710442983,0.0,0.65,0.006147751702331401,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,5.74033710442983,5.74033710442983
2 solar,eGon2035,4,solar,400.73245590882726,0.0,1.0,0.016765493330800706,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,400.73245590882726,400.73245590882726
2 solar_rooftop,eGon2035,4,solar_rooftop,1072.7359943349088,0.0,0.9999999999999999,0.017643564119501236,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,1072.7359943349088,1072.7359943349088
2 wind_onshore,eGon2035,4,wind_onshore,386.20856689726554,0.0,1.0,1.310694592662746,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,386.20856689726554,386.20856689726554
20 biomass,eGon2035,4,biomass,7.019670285215566,0.0,1.0,42.10711189263015,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,7.019670285215566,7.019670285215566
20 central_biomass_CHP,eGon2035,4,central_biomass_CHP,7.5606008460033856,0.0,1.0,42.10707115055187,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,7.5606008460033856,7.5606008460033856
20 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,24.1151994598951,0.0,1.0,42.105139405811116,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,24.1151994598951,24.1151994598951
20 load shedding,,4,load shedding,10387845.0,0.0,1.0,10000.00827810971,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,10387845.0,10387845.0
20 run_of_river,eGon2035,4,run_of_river,1.7672216849882227,0.0,0.65,0.007727477958702263,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1.7672216849882227,1.7672216849882227
20 solar,eGon2035,4,solar,890.4233505964057,0.0,1.0,0.018386850057936346,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,890.4233505964057,890.4233505964057
20 solar_rooftop,eGon2035,4,solar_rooftop,495.8619885411927,0.0,1.0000000000000002,0.016076927010825824,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,495.8619885411927,495.8619885411927
20 wind_onshore,eGon2035,4,wind_onshore,1806.3269227343003,0.0,1.0,1.3082810942935217,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1806.3269227343003,1806.3269227343003
21 biomass,eGon2035,4,biomass,3.317404657195241,0.0,1.0,42.114301073640874,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,3.317404657195241,3.317404657195241
21 central_biomass_CHP,eGon2035,4,central_biomass_CHP,18.62979830452245,0.0,1.0000000000000002,42.1102368967532,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,18.62979830452245,18.62979830452245
21 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,30.701340594679287,0.0,0.9999999999999999,42.10743825228287,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,30.701340594679287,30.701340594679287
21 load shedding,,4,load shedding,9855135.0,0.0,1.0,10000.00841103337,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,9855135.0,9855135.0
21 reservoir,eGon2035,4,reservoir,6.830327989018166,0.0,0.65,0.0008427359020563704,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,6.830327989018166,6.830327989018166
21 run_of_river,eGon2035,4,run_of_river,13.204794725619116,0.0,0.65,0.008649511567557725,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,13.204794725619116,13.204794725619116
21 solar,eGon2035,4,solar,145.8422921379847,0.0,1.0,0.0185921426468841,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,145.8422921379847,145.8422921379847
21 solar_rooftop,eGon2035,4,solar_rooftop,1420.4322497304793,0.0,1.0000000000000002,0.017714517528101287,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,1420.4322497304793,1420.4322497304793
21 wind_onshore,eGon2035,4,wind_onshore,401.1094661689508,0.0,0.9999999999999998,1.3062228984082744,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,401.1094661689508,401.1094661689508
22 biomass,eGon2035,4,biomass,9.488875800079043,0.0,1.0000000000000002,42.10747313832209,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,9.488875800079043,9.488875800079043
22 central_biomass_CHP,eGon2035,4,central_biomass_CHP,11.234618782166017,0.0,1.0,42.103886781882345,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,11.234618782166017,11.234618782166017
22 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,84.39635426209799,0.0,1.0000000000000002,42.10905345845761,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,84.39635426209799,84.39635426209799
22 load shedding,,4,load shedding,5771025.0,0.0,1.0,10000.008424872116,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,5771025.0,5771025.0
22 others,eGon2035,4,others,14.386539716949759,0.0,1.0,0.0055789017696188286,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,14.386539716949759,14.386539716949759
22 reservoir,eGon2035,4,reservoir,0.2165713752615516,0.0,0.65,0.00024780451107276046,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.2165713752615516,0.2165713752615516
22 run_of_river,eGon2035,4,run_of_river,5.840627573549141,0.0,0.65,0.009638126680109273,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,5.840627573549141,5.840627573549141
22 solar,eGon2035,4,solar,238.02922473035,0.0,1.0,0.014932312924577397,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,238.02922473035,238.02922473035
22 solar_rooftop,eGon2035,4,solar_rooftop,666.0151918016452,0.0,1.0000000000000002,0.0179331906622808,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,666.0151918016452,666.0151918016452
22 wind_onshore,eGon2035,4,wind_onshore,783.6970427812961,0.0,1.0,1.3082128049853734,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,783.6970427812961,783.6970427812961
23 biomass,eGon2035,4,biomass,10.982576567367643,0.0,1.0,42.11068357039387,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,10.982576567367643,10.982576567367643
23 central_biomass_CHP,eGon2035,4,central_biomass_CHP,19.381933182549172,0.0,1.0,42.107520340143196,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,19.381933182549172,19.381933182549172
23 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,264.6135688894672,0.0,1.0000000000000002,42.10777304115784,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,264.6135688894672,264.6135688894672
23 load shedding,,4,load shedding,13584105.0,0.0,1.0,10000.008327655174,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,13584105.0,13584105.0
23 others,eGon2035,4,others,20.044323742666084,0.0,1.0,0.010183751397722414,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,20.044323742666084,20.044323742666084
23 reservoir,eGon2035,4,reservoir,2.9241150786603507,0.0,0.65,0.015461629762366855,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2.9241150786603507,2.9241150786603507
23 run_of_river,eGon2035,4,run_of_river,46.41852702273778,0.0,0.65,0.009142330448404734,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,46.41852702273778,46.41852702273778
23 solar,eGon2035,4,solar,687.6592009066424,0.0,1.0,0.01659256244261662,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,687.6592009066424,687.6592009066424
23 solar_rooftop,eGon2035,4,solar_rooftop,2704.514427935844,0.0,0.9999999999999999,0.017761119118790216,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,2704.514427935844,2704.514427935844
23 wind_onshore,eGon2035,4,wind_onshore,294.0343076503113,0.0,1.0000000000000002,1.3082485597660978,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,294.0343076503113,294.0343076503113
24 biomass,eGon2035,4,biomass,9.03156536571289,0.0,1.0,42.10457553091592,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,9.03156536571289,9.03156536571289
24 central_biomass_CHP,eGon2035,4,central_biomass_CHP,2.157201784750397,0.0,0.9999999999999999,42.120682170508076,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,2.157201784750397,2.157201784750397
24 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,42.26323928662259,0.0,0.9999999999999999,42.10760265708912,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,42.26323928662259,42.26323928662259
24 load shedding,,4,load shedding,3551400.0,0.0,1.0,10000.008135730517,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3551400.0,3551400.0
24 others,eGon2035,4,others,0.11233342357451696,0.0,1.0,0.005961862885461919,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.11233342357451696,0.11233342357451696
24 run_of_river,eGon2035,4,run_of_river,26.534064418987988,0.0,0.6500000000000001,0.0074786580449911245,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,26.534064418987988,26.534064418987988
24 solar,eGon2035,4,solar,248.56997305831555,0.0,1.0,0.017869055013748133,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,248.56997305831555,248.56997305831555
24 solar_rooftop,eGon2035,4,solar_rooftop,608.4419204842111,0.0,0.9999999999999999,0.01734138257171412,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,608.4419204842111,608.4419204842111
24 wind_onshore,eGon2035,4,wind_onshore,587.8141611500114,0.0,0.9999999999999999,1.3068057143319964,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,587.8141611500114,587.8141611500114
25 biomass,eGon2035,4,biomass,28.254894375928078,0.0,0.9999999999999999,42.10784148513413,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,28.254894375928078,28.254894375928078
25 central_biomass_CHP,eGon2035,4,central_biomass_CHP,47.61918689397674,0.0,1.0000000000000002,42.10659638820593,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,47.61918689397674,47.61918689397674
25 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,27.521252349478118,0.0,1.0,42.10854755185594,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,27.521252349478118,27.521252349478118
25 load shedding,,4,load shedding,28766340.0,0.0,1.0,10000.007656321872,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,28766340.0,28766340.0
25 oil,eGon2035,4,oil,60.0,0.0,1.0,101.84341204119504,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,60.0,60.0
25 others,eGon2035,4,others,60.17613657358937,0.0,1.0,0.008661077836327807,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,60.17613657358937,60.17613657358937
25 reservoir,eGon2035,4,reservoir,1.2173993968191787,0.0,0.65,0.004901628275160394,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1.2173993968191787,1.2173993968191787
25 run_of_river,eGon2035,4,run_of_river,0.8702734630764841,0.0,0.65,0.006514188798418913,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.8702734630764841,0.8702734630764841
25 solar,eGon2035,4,solar,87.605639622942,0.0,0.9999999999999999,0.016807329403048375,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,87.605639622942,87.605639622942
25 solar_rooftop,eGon2035,4,solar_rooftop,2381.0701705853116,0.0,0.9999999999999999,0.018533607379090176,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,2381.0701705853116,2381.0701705853116
25 wind_onshore,eGon2035,4,wind_onshore,3.9120029573472355,0.0,0.9999999999999999,1.311715393811073,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,3.9120029573472355,3.9120029573472355
26 biomass,eGon2035,4,biomass,11.081317201759395,0.0,0.9999999999999999,42.109209830322875,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,11.081317201759395,11.081317201759395
26 central_biomass_CHP,eGon2035,4,central_biomass_CHP,3.6674128705791773,0.0,1.0,42.10975029186278,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,3.6674128705791773,3.6674128705791773
26 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,23.435385180860695,0.0,1.0,42.10782396382836,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,23.435385180860695,23.435385180860695
26 load shedding,,4,load shedding,4350465.0,0.0,0.9999999999999999,10000.00666203555,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,4350465.0,4350465.0
26 oil,eGon2035,4,oil,93.5,0.0,1.0,101.84998197148849,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,93.5,93.5
26 solar,eGon2035,4,solar,213.2978939410802,0.0,1.0,0.02098729811617889,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,213.2978939410802,213.2978939410802
26 solar_rooftop,eGon2035,4,solar_rooftop,212.00527465082754,0.0,1.0,0.018340062374234238,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,212.00527465082754,212.00527465082754
26 wind_onshore,eGon2035,4,wind_onshore,844.1714221151643,0.0,1.0,1.3067130481608715,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,844.1714221151643,844.1714221151643
27 biomass,eGon2035,4,biomass,22.737384068301207,0.0,0.9999999999999999,42.10674076066208,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,22.737384068301207,22.737384068301207
27 central_biomass_CHP,eGon2035,4,central_biomass_CHP,14.989688861823112,0.0,1.0,42.109347327860505,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,14.989688861823112,14.989688861823112
27 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,118.72541827999427,0.0,1.0,42.10899828629991,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,118.72541827999427,118.72541827999427
27 load shedding,,4,load shedding,14738310.0,0.0,1.0,10000.008139261694,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,14738310.0,14738310.0
27 others,eGon2035,4,others,0.17411680654050127,0.0,1.0,0.0017467623729820326,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.17411680654050127,0.17411680654050127
27 run_of_river,eGon2035,4,run_of_river,47.376097446179315,0.0,0.65,0.006672824399730548,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,47.376097446179315,47.376097446179315
27 solar,eGon2035,4,solar,552.4801757069251,0.0,0.9999999999999998,0.0169425062040119,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,552.4801757069251,552.4801757069251
27 solar_rooftop,eGon2035,4,solar_rooftop,2041.086447242507,0.0,0.9999999999999999,0.017641761631980467,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,2041.086447242507,2041.086447242507
27 wind_onshore,eGon2035,4,wind_onshore,797.7097783636968,0.0,1.0,1.3067603440509021,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,797.7097783636968,797.7097783636968
28 biomass,eGon2035,4,biomass,1.3496828865650712,0.0,1.0,42.10844047327678,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1.3496828865650712,1.3496828865650712
28 central_biomass_CHP,eGon2035,4,central_biomass_CHP,5.62686040756796,0.0,0.9999999999999999,42.1162432083411,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,5.62686040756796,5.62686040756796
28 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,17.71482651468257,0.0,1.0,42.1085499403386,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,17.71482651468257,17.71482651468257
28 load shedding,,4,load shedding,8700930.0,0.0,0.9999999999999999,10000.008305593215,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,8700930.0,8700930.0
28 run_of_river,eGon2035,4,run_of_river,616.6362583594598,0.0,0.65,0.006987578083309507,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,616.6362583594598,616.6362583594598
28 solar,eGon2035,4,solar,194.00126883973064,0.0,1.0,0.02174306563116831,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,194.00126883973064,194.00126883973064
28 solar_rooftop,eGon2035,4,solar_rooftop,471.11063662128703,0.0,0.9999999999999999,0.01828921909180815,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,471.11063662128703,471.11063662128703
28 wind_onshore,eGon2035,4,wind_onshore,105.76998493667718,0.0,1.0,1.306382531267219,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,105.76998493667718,105.76998493667718
29 biomass,eGon2035,4,biomass,14.576171708523033,0.0,0.9999999999999998,42.108250720703396,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,14.576171708523033,14.576171708523033
29 central_biomass_CHP,eGon2035,4,central_biomass_CHP,13.284215471947503,0.0,0.9999999999999999,42.10741456566281,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,13.284215471947503,13.284215471947503
29 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,73.1032687448262,0.0,1.0000000000000002,42.10886088445382,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,73.1032687448262,73.1032687448262
29 load shedding,,4,load shedding,12429900.0,0.0,1.0,10000.007175060919,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,12429900.0,12429900.0
29 others,eGon2035,4,others,3.373386965915982,0.0,1.0,0.008679314988217305,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,3.373386965915982,3.373386965915982
29 reservoir,eGon2035,4,reservoir,2.5344160254742696,0.0,0.65,0.008365918196741661,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,2.5344160254742696,2.5344160254742696
29 run_of_river,eGon2035,4,run_of_river,286.88604726652864,0.0,0.65,0.009250067849546465,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,286.88604726652864,286.88604726652864
29 solar,eGon2035,4,solar,2932.2086239091946,0.0,1.0,0.017234932352128546,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2932.2086239091946,2932.2086239091946
29 solar_rooftop,eGon2035,4,solar_rooftop,1198.2909134961455,0.0,1.0,0.017870748702743085,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1198.2909134961455,1198.2909134961455
29 wind_onshore,eGon2035,4,wind_onshore,265.79824027520897,0.0,0.9999999999999998,1.307150146915406,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,265.79824027520897,265.79824027520897
3 biomass,eGon2035,4,biomass,9.218042239272192,0.0,1.0000000000000002,42.1058135318963,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,9.218042239272192,9.218042239272192
3 central_biomass_CHP,eGon2035,4,central_biomass_CHP,19.8932545890967,0.0,1.0000000000000002,42.10812846092021,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,19.8932545890967,19.8932545890967
3 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,72.160817587927,0.0,1.0,42.10799960994996,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,72.160817587927,72.160817587927
3 load shedding,,4,load shedding,18378495.0,0.0,1.0,10000.008543507489,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,18378495.0,18378495.0
3 oil,eGon2035,4,oil,4.8,0.0,1.0,101.8371696381161,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4.8,4.8
3 others,eGon2035,4,others,22.823851109167723,0.0,1.0,0.006479285597368681,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,22.823851109167723,22.823851109167723
3 run_of_river,eGon2035,4,run_of_river,0.018372188490281986,0.0,0.6500000000000001,0.009264913610438043,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.018372188490281986,0.018372188490281986
3 solar,eGon2035,4,solar,120.41046384672875,0.0,1.0,0.018717107764726442,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,120.41046384672875,120.41046384672875
3 solar_rooftop,eGon2035,4,solar_rooftop,1219.7556349616966,0.0,0.9999999999999999,0.018357299802753805,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,1219.7556349616966,1219.7556349616966
3 wind_offshore,eGon2035,4,wind_offshore,1250.0,0.0,1.0,2.561248197292206,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1250.0,1250.0
3 wind_onshore,eGon2035,4,wind_onshore,520.0797845334631,0.0,1.0000000000000002,1.3056215198364582,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,520.0797845334631,520.0797845334631
30 biomass,eGon2035,4,biomass,34.16691623165384,0.0,1.0000000000000002,42.10792444771102,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,34.16691623165384,34.16691623165384
30 central_biomass_CHP,eGon2035,4,central_biomass_CHP,12.524491183389603,0.0,1.0,42.108191624272315,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,12.524491183389603,12.524491183389603
30 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,207.63966423569593,0.0,1.0,42.10835635384953,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,207.63966423569593,207.63966423569593
30 load shedding,,4,load shedding,10565415.0,0.0,1.0,10000.007942586833,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,10565415.0,10565415.0
30 run_of_river,eGon2035,4,run_of_river,46.546282546971916,0.0,0.65,0.006946219150079301,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,46.546282546971916,46.546282546971916
30 solar,eGon2035,4,solar,139.627494569208,0.0,0.9999999999999999,0.017519887841200926,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,139.627494569208,139.627494569208
30 solar_rooftop,eGon2035,4,solar_rooftop,720.4182069588675,0.0,0.9999999999999999,0.01854988900152339,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,720.4182069588675,720.4182069588675
30 wind_onshore,eGon2035,4,wind_onshore,2392.564726791488,0.0,1.0000000000000002,1.3079098444439583,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,2392.564726791488,2392.564726791488
31 biomass,eGon2035,4,biomass,24.330158045441706,0.0,1.0,42.111333457574304,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,24.330158045441706,24.330158045441706
31 central_biomass_CHP,eGon2035,4,central_biomass_CHP,10.530455695715144,0.0,1.0,42.10480575867231,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,10.530455695715144,10.530455695715144
31 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,50.190816924937565,0.0,1.0,42.10887691323478,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,50.190816924937565,50.190816924937565
31 load shedding,,4,load shedding,8700930.0,0.0,0.9999999999999999,10000.008821986392,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,8700930.0,8700930.0
31 solar,eGon2035,4,solar,344.12981632750564,0.0,1.0,0.01732202992855674,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,344.12981632750564,344.12981632750564
31 solar_rooftop,eGon2035,4,solar_rooftop,590.8069296443099,0.0,1.0,0.017365067941704077,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,590.8069296443099,590.8069296443099
31 wind_onshore,eGon2035,4,wind_onshore,2152.6634279401155,0.0,1.0,1.3094687989887035,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2152.6634279401155,2152.6634279401155
32 biomass,eGon2035,4,biomass,11.539557615193662,0.0,1.0,42.11008755306122,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,11.539557615193662,11.539557615193662
32 central_biomass_CHP,eGon2035,4,central_biomass_CHP,0.3479700750906494,0.0,1.0,42.10385618733871,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.3479700750906494,0.3479700750906494
32 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,63.8794892947977,0.0,0.9999999999999999,42.10685040152329,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,63.8794892947977,63.8794892947977
32 load shedding,,4,load shedding,8079435.0,0.0,1.0,10000.007905526612,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,8079435.0,8079435.0
32 run_of_river,eGon2035,4,run_of_river,72.6976573439837,0.0,0.6500000000000001,0.007099138671468552,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,72.6976573439837,72.6976573439837
32 solar,eGon2035,4,solar,859.5506814430306,0.0,1.0,0.01879715566358128,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,859.5506814430306,859.5506814430306
